customer_id,name,email,phone,signup_date,order_date,address,order_amount,currency_hint,customer_age,category,customer_segment
428,Yrd. Doç. Birgit İnönü,yrd.doc.birgit.inonu428@example.com,+90574231220,"September 03, 2021",2025-06-13,"Türkiye, Denizli, Pamukkale",355 TL,TRY, 57 ,Clothing,Regular
77,Uz. Gülev Arslan Bilir, uz.gulev.arslan.bilir77@example.com ,0572 400 50 45,"November 06, 2023",2026-05-05,"Türkiye, Bursa, Nilüfer",$221.07,USD,45,Groceries,Budget
200,Sevim Fayize Şafak Akçay,sevim.fayize.safak.akcay200@hotnail.com,0564 647 15 43,2021-11-27,06-01-2026,Konak - İzmir - Türkiye,₺343,TRY, 58 ,Beauty & Personal Care,Regular
309,Sevim Eraslan, sevim.eraslan309@example.com ,+905088916375,2022-03-24,23/02/2025,"Türkiye, İstanbul, Beşiktaş",₺312,TRY,61,Toys & Games,Regular
372,İlper Durmuş, ilper.durmus372@example.com ,0585 627 18 75,2022-01-31,2026-03-05,Yakutiye - Erzurum,$79.21,USD,18,Clothing,Budget
209,Narhanim Aslan,narhanim.aslan209@example.com,+90557775140,18/12/2021,2025-03-25,"Konya, Meram",₺124,TRY,twenty-five,Clothing,Budget
72,Uz. Köker Nurullah Güçlü,uz.koker.nurullah.guclu72@yaho.com,+90584044972,12/06/2023,25/05/2026,Pamukkale - Denizli - Türkiye,$314.99,USD,52,Groceries,Regular
91,Emine. İhsanoğlu, emine.ihsanoglu91@example.com ,+905020539602,2024-06-17,15/10/2025,"Türkiye, Adana",100 TL,TRY, 21 ,Groceries,Budget
98,Yaşattin Şama,yasattin.sama98@gmial.com,0594 519 83 27,09-09-2024,20/03/2026,"Türkiye, Ankara, Keçiören",$376.38,USD,72,Groceries,Budget
300,Halenur Burcuhan Şafak,halenur.burcuhan.safak300@yaho.com,+901167618472,18/10/2024,2025-05-06,"İstanbul, Kadıköy",355 TL,TRY,62,Books,Regular
189,Nili Aksu,nili.aksu189@gmial.com,+90584862118,02-11-2025,2026-03-07,"Türkiye, Malatya",159 TL,TRY,33,Electronics,Budget
426,Necva Fadıla Yüksel Sakarya,necva.fadila.yuksel.sakarya426@outlok.com,+90 532 983 24 82,2023-07-16,04-22-2026,"Türkiye, Erzurum, Yakutiye",₺361,TRY,67,Toys & Games,Budget
438,Tanyolaç Tevetoğlu,tanyolac.tevetoglu438@example.com,+905447421231,16/06/2022,23/12/2025,Keçiören - Ankara - Türkiye,370 TL,TRY,66,Electronics,Budget
294,Arıel Güçlü,ariel.guclu294@yaho.com,0525 007 43 29,2021-08-30,2025-09-17,"Şanlıurfa, Eyyübiye",$175.35,USD,28,Home & Garden,Regular
393,Mevlüdiye Çamurcuoğlu, mevludiye.camurcuoglu393@example.com ,0501 367 30 37,2021-10-29,2026-05-23,Toroslar - Mersin - Türkiye,$351.88,USD,67,Clothing,Budget
343,Aytek Elöve Akgündüz Duran,aytek.elove.akgunduz.duran343@hotnail.com,0527 881 65 80,26/03/2022,01-31-2025,"Van, İpekyolu","365,70",, 33 ,Home & Garden,Premium
136,Rayla Zülbiye Karadeniz,rayla.zulbiye.karadeniz136@example.com,+90  581   447 39  47 ,2024-10-29,08-12-2025,"Türkiye, Şanlıurfa, Eyyübiye","136,80",,25,Electronics,Budget
145,Ercihan Nerim Mansız,ercihan.nerim.mansiz145@hotnail.com,+905925558258,2022-10-19,2025-10-17,Meram - Konya - Türkiye,₺113,TRY,24,Home & Garden,Budget
350,Av. Işıman Ayvas Tarhan,av.isiman.ayvas.tarhan350@outlok.com,0529 922 80 92,20/08/2025,04-10-2026,"Türkiye, Gaziantep, Şahinbey",₺147,TRY, 28 ,Books,Budget
476,Fenni Atatöre İnönü Aksu,fenni.atatore.inonu.aksu476@example.com,0594 079 29 04,"October 24, 2021","May 01, 2025","Türkiye, Manisa, Şehzadeler",₺291,TRY,57,Sports & Outdoors,Budget
157,Hoşkadem Karadeniz,hoskadem.karadeniz157@example.com,+90  578   585 49  73 ,07-26-2024,07-02-2025,"Türkiye, Eskişehir",₺219,TRY,35,Home & Garden,Regular
225,Saydam Feza Sezer,saydam.feza.sezer225@example.com,+905475001701,2025-01-23,04-28-2026,"Türkiye, Eskişehir, Odunpazarı","270,76",,46,Sports & Outdoors,Regular
41,Tomurcuk İnönü,tomurcuk.inonu41@example.com,+90 534 714 34 55,2022-12-02,2025-05-25,Toroslar - Mersin - Türkiye,"90,95",,23,Electronics,Budget
261,Çev. Rabbiye Alemdar İnönü,cev.rabbiye.alemdar.inonu261@yaho.com,+90585569154,2024-02-21,03-31-2025,"Türkiye, Antalya, Muratpaşa","156,91",,26,Toys & Games,New
299,Elöve Şener,elove.sener299@yaho.com,+905150678909,05/09/2025,29/05/2026,Yeşilyurt - Malatya - Türkiye,₺296,TRY,sixty,Books,Budget
308,Ekmel Ertaş,ekmel.ertas308@gmial.com,+90  590   277 16  70 ,05/08/2025,2026-05-25,Ortahisar - Trabzon - Türkiye,202 TL,TRY,34,Electronics,Regular
88,Sevginur Misra İhsanoğlu, sevginur.misra.ihsanoglu88@example.com ,+90557735158,05-02-2022,2025-02-05,Mersin - Türkiye,$228.53,USD,40,Toys & Games,Budget
77,Uz. Gülev Arslan Bilir, uz.gulev.arslan.bilir77@example.com ,+90 572 400 50 45,2023-11-06,12-20-2025,"Türkiye, Bursa, Nilüfer",242 TL,TRY,45,Electronics,Budget
286,Hasgül Akdeniz Öcalan,hasgul.akdeniz.ocalan286@example.com,+90 565 743 74 89,2023-09-21,2026-06-18,"Türkiye, Mersin, Toroslar",281 TL,TRY,55,Beauty & Personal Care,Budget
159,Çev. Meşhur Asalet Demirel,cev.meshur.asalet.demirel159@gmial.com,+905524041577,10-04-2021,09/05/2026,Ortahisar - Trabzon - Türkiye,$238.47,USD,48,Toys & Games,Budget
252,Doç. Musaffa Şehreban Eraslan,doc.musaffa.sehreban.eraslan252@example.com,+905941813721,02/02/2024,06-19-2026,İzmir - Türkiye,"102,54",,25,Home & Garden,Budget
403,Esenbay Dumanlı,esenbay.dumanli403@example.com,+905899475391,2025-11-16,2025-11-23,Ortahisar - Trabzon - Türkiye,"219,83",,31,Toys & Games,Regular
104,Feyha Korutürk, feyha.koruturk104@example.com ,+90 503 432 44 51,27/11/2025,"April 08, 2026",Ortahisar - Trabzon - Türkiye,$457.21,USD,49,Groceries,Premium
103,Elvan Şener,elvan.sener103@outlok.com,0581 561 49 78,03-17-2022,28/12/2025,Yenişehir - Mersin - Türkiye,143 TL,TRY, 37 ,Beauty & Personal Care,Budget
77,Uz. Gülev Arslan Bilir,uz.gulev.arslan.bilir77@example.com,+905624005045,06/11/2023,03/04/2025,Nilüfer - Bursa - Türkiye,216 TL,TRY,45,Electronics,Budget
3,Suat Şafak,suat.safak3@example.com,+90542351161,"January 08, 2024",2026-04-16,Denizli - Türkiye,286 TL,TRY,56,Home & Garden,Budget
203,Musaffa Akdeniz,musaffa.akdeniz203@example.com,+90 556 465 19 39,21/11/2022,2025-05-06,"Türkiye, Şanlıurfa, Eyyübiye",175 TL,TRY,29,Beauty & Personal Care,Regular
139,Seçgül Dumanlı,secgul.dumanli139@hotnail.com,+905311467866,2022-09-22,2026-01-30,"Türkiye, Erzurum, Yakutiye",₺78,TRY,22,Sports & Outdoors,Budget
431,Dr. Özge Musaffa Bilge Şener,dr.ozge.musaffa.bilge.sener431@example.com,+90331279757,2024-07-25,04-02-2025,Pamukkale - Denizli - Türkiye,"264,21",,45,Beauty & Personal Care,Regular
61,Yigit İhsanoğlu, yigit.ihsanoglu61@example.com ,+905919341232,11-08-2022,05-15-2025,"Türkiye, Manisa",111 TL,TRY,22,Books,Budget
92,Behiza Hezniye Arsoy Arslan,behiza.hezniye.arsoy.arslan92@yaho.com,+90  517   758 91  78 ,2024-09-15,03/03/2026,Pamukkale - Denizli,306 TL,TRY,57,Clothing,Budget
292,Dr. Yekbun Sevgen Yılmaz Gül,dr.yekbun.sevgen.yilmaz.gul292@example.com,+90  509   991 73  81 ,02-17-2022,2026-01-07,Osmangazi - Bursa - Türkiye,$275.31,USD,42,Toys & Games,Regular
298,Av. Zevlüde Türk Mansız,av.zevlude.turk.mansiz298@example.com,0575 326 03 32,06/10/2024,11-20-2025,"Türkiye, Antalya",299 TL,TRY,64,Beauty & Personal Care,Budget
246,Dr. Bilgütay Erten Alemdar, dr.bilgutay.erten.alemdar246@example.com ,+90 557 191 82 61,08-18-2022,05/05/2026,"Türkiye, Malatya, Yeşilyurt","309,11",,54,Groceries,Budget
214,Aygutalp Arslan,aygutalp.arslan214@example.com,0525 134 12 52,2023-01-31,2025-03-05,"Türkiye, Kayseri, Melikgazi",$219.04,USD,42,Clothing,Regular
145,Ercihan Nerim Mansız,ercihan.nerim.mansiz145@example.com,+90592555258,10-19-2022,2025-10-07,Meram - Konya - Türkiye,$128.99,USD,24,Clothing,Budget
306,Uz. Cannur Çorlu,uz.cannur.corlu306@example.com,+90515521667,"October 15, 2023",31/10/2025,Şehzadeler - Manisa - Türkiye,$502.27,USD,sixty-two,Groceries,Premium
146,Möhsim Seven, mohsim.seven146@example.com ,+905473210419,2023-08-09,2025-10-03,"Türkiye, Diyarbakır, Kayapınar",$205.74,USD,33,Home & Garden,New
322,Tekecan Sakarya,tekecan.sakarya322@example.com,0580 571 98 38,2023-10-08,21/11/2025,Melikgazi - Kayseri - Türkiye,₺233,TRY,33,Books,Regular
374,Servinaz Tülin Tevetoğlu,servinaz.tulin.tevetoglu374@example.com,0552 763 65 56,19/05/2024,2025-09-15,"Türkiye, Manisa, Şehzadeler",247 TL,TRY,46,Sports & Outdoors,Budget
291,Cemiyle Bilge,cemiyle.bilge291@outlok.com,0551 353 46 55,2024-06-27,"November 24, 2025",Yakutiye - Erzurum - Türkiye,281 TL,TRY,55,Groceries,Budget
196,Yıldız Samahat Ülker Arsoy, yildiz.samahat.ulker.arsoy196@example.com ,+90  594   311 42  62 ,2021-10-20,02/11/2025,Ortahisar - Trabzon - Türkiye,"232,16",,42,Electronics,Budget
129,Jankat Şafak,jankat.safak129@yaho.com,0543 030 54 86,11-26-2022,"November 15, 2025",Kayapınar - Diyarbakır,$274.95,USD,48,Beauty & Personal Care,Budget
413,Uz. Kavurt Duran,uz.kavurt.duran413@outlok.com,+90 580 589 25 83,"February 02, 2025",2025-02-03,Keçiören - Ankara - Türkiye,$148.50,USD,21,Beauty & Personal Care,Regular
1,Akar Ziyaettin Aslan Yüksel, akar.ziyaettin.aslan.yuksel1@example.com ,0543 321 81 96,08/10/2025,2026-04-12,"Bursa, Nilüfer",₺85,TRY,19,Books,Budget
451,Şefiye Bilge, sefiye.bilge451@example.com ,+90  529   145 04  61 ,"March 01, 2023",2025-06-30,Çukurova - Adana - Türkiye,390 TL,TRY, 74 ,Toys & Games,Budget
325,Aybora Çamurcuoğlu,aybora.camurcuoglu325@example.com,+90 560 648 42 29,2024-07-08,2025-07-17,Seyhan - Adana - Türkiye,$88.47,USD,18,Toys & Games,Budget
447,Nurbanu Limon Kısakürek Seven,nurbanu.limon.kisakurek.seven447@hotnail.com,0534 414 48 85,25/08/2021,22/02/2026,Selçuklu - Konya - Türkiye,73 TL,TRY,,Sports & Outdoors,Budget
318,Kâzime Yılmaz Durdu,kzime.yilmaz.durdu318@example.com,+90  586   693 46  54 ,2023-05-30,24/11/2025,"Manisa, Şehzadeler",382 TL,TRY, 69 ,Electronics,Budget
92,Behiza Hezniye Arsoy Arslan,behiza.hezniye.arsoy.arslan92@example.com,0517 758 91 78,09-15-2024,08/09/2025,Pamukkale - Denizli - Türkiye,$325.44,USD,57,Home & Garden,Budget
50,Av. Behiza İnönü Duran,av.behiza.inonu.duran50@example.com,0551 850 67 16,02/12/2023,2025-06-12,"Türkiye, Erzurum, Yakutiye",₺526,TRY,58,Clothing,Premium
431,Dr. Özge Musaffa Bilge Şener,dr.ozge.musaffa.bilge.sener431@yaho.com,0533 127 97 57,25/07/2024,23/01/2026,Denizli - Türkiye,281 TL,TRY,45,Books,Regular
368,Av. Rafia Şafak Tarhan,av.rafia.safak.tarhan368@example.com,+905416558275,2023-12-19,06/05/2025,"Türkiye, Mersin, Yenişehir",$359.58,USD,31,Beauty & Personal Care,Premium
414,Arş. Gör. Sebattin İvecen Ülker, ars.gor.sebattin.ivecen.ulker414@example.com ,+90 599 813 64 62,17/03/2025,2025-04-09,"Türkiye, Trabzon, Ortahisar","180,61",, 39 ,Toys & Games,Budget
176,Atatöre Şensoy,atatore.sensoy176@example.com,+90  569   033 11  90 ,"June 12, 2023",2025-07-09,Nilüfer - Bursa - Türkiye,"349,27",,56,Books,Regular
481,Hatin Nüdret Çorlu Arsoy, hatin.nudret.corlu.arsoy481@example.com ,+90  567   428 60  47 ,2023-10-22,13/01/2025,"Türkiye, Gaziantep, Şehitkamil",₺317,TRY,61,Groceries,Budget
204,Av. Atnan Eşref Akgündüz,av.atnan.esref.akgunduz204@example.com,+90573416724,2024-08-04,2025-09-10,"Türkiye, Erzurum, Yakutiye",$212.04,USD,34,Books,Regular
286,Hasgül Akdeniz Öcalan,hasgul.akdeniz.ocalan286@yaho.com,+90  565   743 74  89 ,09-21-2023,17/11/2025,"Türkiye, Mersin, Toroslar",₺259,TRY,fifty-five,Sports & Outdoors,Budget
61,Yigit İhsanoğlu, yigit.ihsanoglu61@example.com ,+90 591 334 12 32,08/11/2022,08/11/2025,Manisa - Türkiye,"89,51",,22,Books,Budget
404,Öğr. Şemsinisa Selime Seven,ogr.semsinisa.selime.seven404@example.com,+90 505 865 09 48,2025-09-20,"December 08, 2025","Türkiye, İzmir, Bornova",₺350,TRY,64,Electronics,Budget
226,Tezcan Bilge,tezcan.bilge226@example.com,+905642415415,2022-03-23,12-27-2025,Pamukkale - Denizli - Türkiye,"450,00",,75,Books,Regular
136,Rayla Zülbiye Karadeniz,rayla.zulbiye.karadeniz136@gmial.com,+905814473447,2024-10-29,2025-08-24,"Türkiye, Şanlıurfa, Eyyübiye",₺117,TRY,25,Home & Garden,Budget
475,Yasan Şehamet Fırat Akdeniz,yasan.sehamet.firat.akdeniz475@example.com,+905778795659,2024-04-29,"March 05, 2025","Türkiye, Eskişehir, Odunpazarı","159,05",, 28 ,Groceries,Budget
324,Sezal Kader Gül, sezal.kader.gul324@example.com ,+905598933474,13/02/2022,2025-11-30,Kayapınar - Diyarbakır - Türkiye,"107,12",,twenty-two,Sports & Outdoors,Budget
416,Merzuk Adlan Ertaş,merzuk.adlan.ertas416@outlok.com,+90589833146,2022-02-09,"November 08, 2025","Türkiye, Trabzon, Ortahisar",₺286,TRY,54,Sports & Outdoors,Budget
385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,0599 796 88 45,01/04/2023,2025-08-05,"Türkiye, Erzurum, Yakutiye",$257.05,USD,52,Clothing,Budget
161,Zeride Çorlu,zeride.corlu161@example.com,+90 516 571 20 82,01/09/2023,2026-04-09,Şahinbey - Gaziantep - Türkiye,"358,91",,59,Home & Garden,New
415,Benek Permun Bilge Korutürk,benek.permun.bilge.koruturk415@example.com,+90 586 416 86 22,04-03-2023,04-11-2025,"Türkiye, Van, İpekyolu",₺298,TRY,53,Toys & Games,Budget
365,Prof. Nevsale Uğur Zengin Sakarya,prof.nevsale.ugur.zengin.sakarya365@outlok.com,+90590426818,2023-02-16,2026-06-01,Kayapınar - Diyarbakır - Türkiye,$138.38,USD,36,Toys & Games,Budget
263,Muvahhide Demir,muvahhide.demir263@outlok.com,+905096992959,2024-09-16,03-28-2025,"Türkiye, Antalya, Muratpaşa","345,50",,58,Home & Garden,Regular
181,Çev. Bidayet Sirap Yıldırım,cev.bidayet.sirap.yildirim181@example.com,+905355751830,2024-06-11,2026-05-26,"Türkiye, Gaziantep, Şehitkamil",239 TL,TRY,42,Electronics,Regular
304,Filit Idık Arsoy,filit.idik.arsoy304@gmial.com,+90514374470,05-22-2025,27/05/2025,"Türkiye, İzmir, Karşıyaka",348 TL,TRY,70,Clothing,Budget
22,Arş. Gör. Yurtgüven Yüksel, ars.gor.yurtguven.yuksel22@example.com ,0519 399 09 16,04-06-2022,10/11/2025,Şehitkamil - Gaziantep - Türkiye,$333.40,USD,55,Electronics,Regular
117,Öğr. İdiris Münif Ergül,ogr.idiris.munif.ergul117@example.com,+905563322141,2023-02-07,"August 18, 2025",Seyhan - Adana - Türkiye,394 TL,TRY,67,Beauty & Personal Care,Regular
218,Çev. Meryeme Hüda Bilgin Demir, cev.meryeme.huda.bilgin.demir218@example.com ,+90  588   191 48  58 ,09-15-2021,"November 26, 2025",Kayapınar - Diyarbakır - Türkiye,₺274,TRY,20,Books,Premium
220,Öğr. Doğuhan Korutürk,ogr.doguhan.koruturk220@example.com,+90  595   962 92  33 ,2025-08-13,05-15-2026,Şahinbey - Gaziantep - Türkiye,"330,05",, 54 ,Groceries,Regular
337,İlklima Kısakürek,ilklima.kisakurek337@outlok.com,+905312908681,26/04/2024,"April 20, 2026","Türkiye, Manisa, Şehzadeler",$327.25,USD,sixty,Clothing,Budget
454,Elifnur Tevetoğlu Demirel, elifnur.tevetoglu.demirel454@example.com ,+90 568 104 09 15,2023-05-01,09/02/2026,"Türkiye, Ankara, Keçiören",₺402,TRY,74,Beauty & Personal Care,Budget
151,Özakan Mazlum Bilgin Akçay,ozakan.mazlum.bilgin.akcay151@example.com,0523 986 80 00,2025-03-07,08/01/2026,Tepebaşı - Eskişehir - Türkiye,327 TL,TRY,63,Home & Garden,Budget
290,Onuker Zengin, onuker.zengin290@example.com ,+90  558   428 24  17 ,2025-03-25,"February 20, 2026",Yakutiye - Erzurum - Türkiye,$333.43,USD,65,Groceries,Budget
360,Gökperi Demir,gokperi.demir360@example.com,+905589046012,2023-04-22,2026-01-23,Yeşilyurt - Malatya - Türkiye,"334,65",,56,Toys & Games,Regular
191,Seyithan Akatay İhsanoğlu Hançer,seyithan.akatay.ihsanoglu.hancer191@example.com,+90 501 666 87 00,"January 03, 2022",11/05/2025,İzmir - Türkiye,$125.58,USD,28,Sports & Outdoors,Budget
303,Alattin Hayrioğlu,alattin.hayrioglu303@example.com,0573 753 00 11,09-24-2022,2025-11-09,"Türkiye, Ankara, Yenimahalle",$347.48,USD,60,Electronics,Regular
478,İntihap Şafak, intihap.safak478@example.com ,+90 592 752 43 72,2022-12-28,2025-12-30,Manisa - Türkiye,₺390,TRY,73,Sports & Outdoors,Budget
469,Çev. Ünsever Özdil Güçlü, cev.unsever.ozdil.guclu469@example.com ,+905466683272,11-22-2024,02/08/2025,"Türkiye, Trabzon, Ortahisar","308,62",,53,Toys & Games,Regular
111,Dr. Ağakişi Hükümdar Öcalan,dr.agakisi.hukumdar.ocalan111@example.com,+90 558 147 70 05,2024-05-04,10/08/2025,"Türkiye, Van, İpekyolu",₺136,TRY,22,Electronics,Regular
159,Çev. Meşhur Asalet Demirel,cev.meshur.asalet.demirel159@example.com,0552 404 15 74,10-04-2021,04-27-2025,"Türkiye, Trabzon",₺240,TRY,48,Clothing,Budget
63,Aykutalp Sakarya,aykutalp.sakarya63@gmial.com,+90  561   832 42  10 ,01-07-2025,"April 20, 2026","Türkiye, Van, İpekyolu","358,25",,68,Home & Garden,Budget
166,Bayan Gülsü Sabır Kısakürek, bayan.gulsu.sabir.kisakurek166@example.com ,+90  522   753 04  63 ,"June 12, 2023",08-17-2025,Ortahisar - Trabzon - Türkiye,₺328,TRY,66,Groceries,Budget
277,Kayrabay Akar,kayrabay.akar277@yaho.com,+90 519 148 56 46,2022-04-11,09/08/2025,"Van, İpekyolu",321 TL,TRY,49,Books,Regular
299,Elöve Şener,elove.sener299@hotnail.com,+90515064890,09-05-2025,21/03/2026,Yeşilyurt - Malatya - Türkiye,₺329,TRY,60,Electronics,Budget
82,Dr. Sökmen Erdoğan,dr.sokmen.erdogan82@gmial.com,0521 047 09 52,2025-06-11,16/08/2025,Meram - Konya - Türkiye,"208,25",,36,Groceries,Budget
365,Prof. Nevsale Uğur Zengin Sakarya,prof.nevsale.ugur.zengin.sakarya365@example.com,+905906268181,"February 16, 2023",12-31-2025,Kayapınar - Diyarbakır - Türkiye,182 TL,TRY, 36 ,Electronics,Budget
485,Çerçi Demirel, cerci.demirel485@example.com ,+90  539   111 92  69 ,2024-11-29,20/04/2025,"Türkiye, Ankara",₺424,TRY,75,Groceries,Budget
338,Deryanur Hasgül Güçlü Yıldırım,deryanur.hasgul.guclu.yildirim338@yaho.com,+90597553149,2025-07-23,10/03/2026,Nilüfer - Bursa - Türkiye,$398.49,USD,75,Clothing,Budget
205,Öğr. Sezen Üge Mansız Ülker,ogr.sezen.uge.mansiz.ulker205@example.com,+90517979686,2022-11-25,2026-05-03,Pamukkale - Denizli - Türkiye,294 TL,TRY,20,Books,Premium
291,Cemiyle Bilge,cemiyle.bilge291@example.com,+90551334655,06-27-2024,"March 17, 2025",Yakutiye - Erzurum - Türkiye,$265.45,USD,,Toys & Games,Budget
40,Uz. Servinaz Adila Gül, uz.servinaz.adila.gul40@example.com ,+90  579   868 72  77 ,06-30-2024,10/11/2025,"Türkiye, Malatya, Yeşilyurt",₺376,TRY,66,Clothing,Budget
196,Yıldız Samahat Ülker Arsoy,yildiz.samahat.ulker.arsoy196@hotnail.com,+90 594 311 42 62,20/10/2021,07-30-2025,Ortahisar - Trabzon - Türkiye,225 TL,TRY,42,Clothing,Budget
345,Zeride Sabihe Zengin Korutürk,zeride.sabihe.zengin.koruturk345@example.com,+90 514 530 38 56,"April 26, 2023",03-21-2026,"Şanlıurfa, Eyyübiye",$420.54,USD,47,Clothing,Premium
335,Alaz Eraslan Duran, alaz.eraslan.duran335@example.com ,0584 245 08 82,2025-04-04,2026-02-17,"Türkiye, Antalya, Kepez",66 TL,TRY, 20 ,Toys & Games,Budget
131,Minibe Ülker,minibe.ulker131@example.com,+90 558 416 16 92,2022-11-21,"March 10, 2026",Eyyübiye - Şanlıurfa - Türkiye,$204.51,USD,36,Beauty & Personal Care,Budget
97,Lezize Tevetoğlu,lezize.tevetoglu97@example.com,+905309885165,2022-03-21,"October 18, 2025","Türkiye, Samsun, İlkadım","429,05",, 66 ,Toys & Games,Regular
438,Tanyolaç Tevetoğlu,tanyolac.tevetoglu438@gmial.com,0544 742 12 30,2022-06-16,"March 10, 2026","Ankara, Keçiören","383,10",,66,Clothing,Budget
375,Dr. Dilşat Âlemşah Gül,dr.dilsat.lemsah.gul375@example.com,+905143896322,2023-04-19,09-20-2025,"Türkiye, Antalya, Muratpaşa",$398.10,USD, 69 ,Books,Budget
274,Oliver İhsanoğlu, oliver.ihsanoglu274@example.com ,+90  598   992 17  22 ,2024-10-05,19/04/2026,Yenimahalle - Ankara - Türkiye,"362,26",,69,Toys & Games,Budget
234,Yrd. Doç. Şahdiye Hafıza Öcalan, yrd.doc.sahdiye.hafiza.ocalan234@example.com ,0509 104 30 06,2023-02-09,21/06/2026,Eyyübiye - Şanlıurfa,"220,25",,36,Groceries,Regular
216,Sonnur Çağlar Fırat Ergül,sonnur.caglar.firat.ergul216@outlok.com,+905507236881,2023-08-28,2025-08-02,Kayapınar - Diyarbakır - Türkiye,₺335,TRY,61,Toys & Games,Regular
109,Aköz Hançer,akoz.hancer109@example.com,+90  512   432 92  12 ,2021-08-13,28/02/2026,"Türkiye, Antalya, Muratpaşa",388 TL,TRY, 58 ,Beauty & Personal Care,Regular
304,Filit Idık Arsoy,filit.idik.arsoy304@example.com,+90 511 437 44 70,22/05/2025,"June 17, 2026","Türkiye, İzmir, Karşıyaka",386 TL,TRY,70,Groceries,Budget
415,Benek Permun Bilge Korutürk,benek.permun.bilge.koruturk415@gmial.com,+90586168622,03/04/2023,2026-02-28,İpekyolu - Van - Türkiye,₺302,TRY,53,Clothing,Budget
200,Sevim Fayize Şafak Akçay,sevim.fayize.safak.akcay200@yaho.com,+905626471543,27/11/2021,2025-02-21,"Türkiye, İzmir, Konak",355 TL,TRY,58,Electronics,Regular
426,Necva Fadıla Yüksel Sakarya, necva.fadila.yuksel.sakarya426@example.com ,+90532982482,16/07/2023,"May 02, 2026","Türkiye, Erzurum, Yakutiye",₺342,TRY,67,Electronics,Budget
286,Hasgül Akdeniz Öcalan,hasgul.akdeniz.ocalan286@yaho.com,+90  565   743 74  89 ,2023-09-21,2025-11-12,Toroslar - Mersin,"301,43",,55,Toys & Games,Budget
66,Altınkaya Koşukhan Gül Şama,altinkaya.kosukhan.gul.sama66@example.com,0587 429 67 17,"December 31, 2023","March 01, 2025",Çukurova - Adana - Türkiye,$220.75,USD,44,Groceries,Budget
230,Koçak Soylu,kocak.soylu230@yaho.com,+90 532 697 31 12,23/09/2021,10/06/2025,"Türkiye, Diyarbakır, Kayapınar",155 TL,TRY,25,Beauty & Personal Care,Regular
243,Servinaz Belkize Tarhan,servinaz.belkize.tarhan243@gmial.com,+90  549   493 75  97 ,"August 13, 2021",11-03-2025,İlkadım - Samsun - Türkiye,"362,42",,67,Books,Budget
168,Sunay Yılmaz Akça,sunay.yilmaz.akca168@gmial.com,+90 514 593 32 72,"May 26, 2023",2026-03-05,"Türkiye, Malatya, Yeşilyurt","382,35",,65,Sports & Outdoors,New
478,İntihap Şafak,intihap.safak478@example.com,+90592752432,28/12/2022,23/07/2025,Şehzadeler - Manisa - Türkiye,₺411,TRY,73,Toys & Games,Budget
453,Hiçsönmez Hançer,hicsonmez.hancer453@hotnail.com,+907357845218,26/02/2022,03/09/2025,Eyyübiye - Şanlıurfa - Türkiye,150 TL,TRY,26,Sports & Outdoors,Budget
7,Öğr. Seniha İnsaf Aslan,ogr.seniha.insaf.aslan7@example.com,+904056413953,10/04/2022,"May 02, 2026","Türkiye, Ankara, Çankaya",283 TL,TRY,49,Books,Regular
82,Dr. Sökmen Erdoğan,dr.sokmen.erdogan82@gmial.com,0521 047 09 52,2025-06-11,06-22-2025,Meram - Konya - Türkiye,$204.80,USD,36,Home & Garden,Budget
199,Av. Tangül Deha Şafak,av.tangul.deha.safak199@example.com,0583 982 62 24,05/04/2024,12-28-2025,"Türkiye, Trabzon, Ortahisar","234,07",,35,Sports & Outdoors,Regular
294,Arıel Güçlü, ariel.guclu294@example.com ,+90250074329,"August 30, 2021",06-14-2025,Eyyübiye - Şanlıurfa - Türkiye,"180,28",,28,Home & Garden,Regular
250,Rahiye Kumral Zorlu, rahiye.kumral.zorlu250@example.com ,0580 442 06 78,02/10/2021,"April 10, 2025","Türkiye, Samsun, Atakum",₺296,TRY,53,Beauty & Personal Care,Budget
406,Hazrat Melihcan Demir Arslan,hazrat.melihcan.demir.arslan406@example.com,+90  519   576 12  28 ,"September 12, 2023",2025-12-14,Çukurova - Adana - Türkiye,$275.96,USD,50,Home & Garden,Budget
336,Muvaffak Kanak Tarhan Korutürk, muvaffak.kanak.tarhan.koruturk336@example.com ,0588 143 53 68,24/02/2025,17/02/2026,Şehzadeler - Manisa - Türkiye,"124,66",,28,Books,Budget
475,Yasan Şehamet Fırat Akdeniz,yasan.sehamet.firat.akdeniz475@example.com,0577 879 56 54,04-29-2024,2025-04-11,"Türkiye, Eskişehir, Odunpazarı",144 TL,TRY,28,Electronics,Budget
352,Gülev Demir,gulev.demir352@outlok.com,+90592984259,2022-08-21,2025-06-11,Pamukkale - Denizli - Türkiye,114 TL,TRY,22,Home & Garden,Budget
159,Çev. Meşhur Asalet Demirel,cev.meshur.asalet.demirel159@example.com,+90 552 404 15 74,04/10/2021,"November 18, 2025",Ortahisar - Trabzon - Türkiye,₺253,TRY,48,Electronics,Budget
273,Mürit Baturay Şensoy Karadeniz,murit.baturay.sensoy.karadeniz273@example.com,+90  580   686 87  93 ,04-12-2023,2025-08-24,"Türkiye, Denizli, Pamukkale","168,41",,37,Sports & Outdoors,Budget
